Sample in Buffer,Sample in Window,TRIGGER,aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/read_len_1[0:0],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/read_len_2[2:1],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/read_len[3:3],aquila_soc_i/aquila_0/inst/aquila_core/D_Cache/S_nxt[3:0],aquila_soc_i/aquila_0/inst/aquila_core/D_Cache/S[3:0],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/allocator/FREE_ST[3:0],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/dmm_unit_addr[31:0],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/dmm_unit_datain[255:0],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/dmm_unit_dataout[255:0],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/allocator/MAIN_ST[3:0],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/dmm_unit_size[7:0],aquila_soc_i/aquila_0/inst/aquila_core/dcache_is_flushing,aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/dmm_unit_done,aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/dmm_unit_rw,aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/dmm_unit_strobe,aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/free_request,aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/free_request_o,u_ila_0_stall_i
726,726,0,0,0,0,6,6,0,8001c0a0,0000000000000000000000000000000000000000000000000000000000000000,692072657265746e747075720000000a65707553736976727420726f72656d69,"IDLE",08,1,0,1,1,0,0,1
727,727,0,0,0,0,7,6,0,8001c0a0,d808490b4d1d2a81f9c898b9452b7241dcfb57a47b0be007e47b0f69eefb8327,692072657265746e747075720000000a65707553736976727420726f72656d69,"IDLE",08,1,1,1,1,0,0,1
728,728,0,0,0,0,6,7,0,8001c0a0,0000000000000000000000000000000000000000000000000000000000000000,692072657265746e747075720000000a65707553736976727420726f72656d69,"IDLE",08,1,0,1,0,0,0,1
729,729,0,0,0,0,6,6,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,1,0,0,0,0,0,1
730,730,0,0,0,0,6,6,0,8001c0c0,0000000000000000000000000000000000000000000000000000000000000000,746e692075727265000a74706863614d20656e69656d69746e69207272726574,"IDLE",08,1,0,1,1,0,0,1
731,731,0,0,0,0,6,6,0,8001c0c0,0000000000000000000000000000000000000000000000000000000000000000,746e692075727265000a74706863614d20656e69656d69746e69207272726574,"IDLE",08,1,0,1,1,0,0,1
732,732,0,0,0,0,6,6,0,8001c0c0,0000000000000000000000000000000000000000000000000000000000000000,746e692075727265000a74706863614d20656e69656d69746e69207272726574,"IDLE",08,1,0,1,1,0,0,1
733,733,0,0,0,0,6,6,0,8001c0c0,0000000000000000000000000000000000000000000000000000000000000000,746e692075727265000a74706863614d20656e69656d69746e69207272726574,"IDLE",08,1,0,1,1,0,0,1
734,734,0,0,0,0,6,6,0,8001c0c0,0000000000000000000000000000000000000000000000000000000000000000,746e692075727265000a74706863614d20656e69656d69746e69207272726574,"IDLE",08,1,0,1,1,0,0,1
735,735,0,0,0,0,6,6,0,8001c0c0,0000000000000000000000000000000000000000000000000000000000000000,746e692075727265000a74706863614d20656e69656d69746e69207272726574,"IDLE",08,1,0,1,1,0,0,1
736,736,0,0,0,0,6,6,0,8001c0c0,0000000000000000000000000000000000000000000000000000000000000000,746e692075727265000a74706863614d20656e69656d69746e69207272726574,"IDLE",08,1,0,1,1,0,0,1
737,737,0,0,0,0,6,6,0,8001c0c0,0000000000000000000000000000000000000000000000000000000000000000,746e692075727265000a74706863614d20656e69656d69746e69207272726574,"IDLE",08,1,0,1,1,0,0,1
738,738,0,0,0,0,6,6,0,8001c0c0,0000000000000000000000000000000000000000000000000000000000000000,746e692075727265000a74706863614d20656e69656d69746e69207272726574,"IDLE",08,1,0,1,1,0,0,1
739,739,0,0,0,0,6,6,0,8001c0c0,0000000000000000000000000000000000000000000000000000000000000000,746e692075727265000a74706863614d20656e69656d69746e69207272726574,"IDLE",08,1,0,1,1,0,0,1
740,740,0,0,0,0,6,6,0,8001c0c0,0000000000000000000000000000000000000000000000000000000000000000,746e692075727265000a74706863614d20656e69656d69746e69207272726574,"IDLE",08,1,0,1,1,0,0,1
741,741,0,0,0,0,6,6,0,8001c0c0,0000000000000000000000000000000000000000000000000000000000000000,746e692075727265000a74706863614d20656e69656d69746e69207272726574,"IDLE",08,1,0,1,1,0,0,1
742,742,0,0,0,0,6,6,0,8001c0c0,0000000000000000000000000000000000000000000000000000000000000000,746e692075727265000a74706863614d20656e69656d69746e69207272726574,"IDLE",08,1,0,1,1,0,0,1
743,743,0,0,0,0,6,6,0,8001c0c0,0000000000000000000000000000000000000000000000000000000000000000,746e692075727265000a74706863614d20656e69656d69746e69207272726574,"IDLE",08,1,0,1,1,0,0,1
744,744,0,0,0,0,6,6,0,8001c0c0,0000000000000000000000000000000000000000000000000000000000000000,746e692075727265000a74706863614d20656e69656d69746e69207272726574,"IDLE",08,1,0,1,1,0,0,1
745,745,0,0,0,0,6,6,0,8001c0c0,0000000000000000000000000000000000000000000000000000000000000000,746e692075727265000a74706863614d20656e69656d69746e69207272726574,"IDLE",08,1,0,1,1,0,0,1
746,746,0,0,0,0,6,6,0,8001c0c0,0000000000000000000000000000000000000000000000000000000000000000,746e692075727265000a74706863614d20656e69656d69746e69207272726574,"IDLE",08,1,0,1,1,0,0,1
747,747,0,0,0,0,6,6,0,8001c0c0,0000000000000000000000000000000000000000000000000000000000000000,746e692075727265000a74706863614d20656e69656d69746e69207272726574,"IDLE",08,1,0,1,1,0,0,1
748,748,0,0,0,0,6,6,0,8001c0c0,0000000000000000000000000000000000000000000000000000000000000000,746e692075727265000a74706863614d20656e69656d69746e69207272726574,"IDLE",08,1,0,1,1,0,0,1
749,749,0,0,0,0,6,6,0,8001c0c0,0000000000000000000000000000000000000000000000000000000000000000,746e692075727265000a74706863614d20656e69656d69746e69207272726574,"IDLE",08,1,0,1,1,0,0,1
750,750,0,0,0,0,6,6,0,8001c0c0,0000000000000000000000000000000000000000000000000000000000000000,746e692075727265000a74706863614d20656e69656d69746e69207272726574,"IDLE",08,1,0,1,1,0,0,1
751,751,0,0,0,0,6,6,0,8001c0c0,0000000000000000000000000000000000000000000000000000000000000000,746e692075727265000a74706863614d20656e69656d69746e69207272726574,"IDLE",08,1,0,1,1,0,0,1
752,752,0,0,0,0,6,6,0,8001c0c0,0000000000000000000000000000000000000000000000000000000000000000,746e692075727265000a74706863614d20656e69656d69746e69207272726574,"IDLE",08,1,0,1,1,0,0,1
753,753,0,0,0,0,6,6,0,8001c0c0,0000000000000000000000000000000000000000000000000000000000000000,746e692075727265000a74706863614d20656e69656d69746e69207272726574,"IDLE",08,1,0,1,1,0,0,1
754,754,0,0,0,0,6,6,0,8001c0c0,0000000000000000000000000000000000000000000000000000000000000000,746e692075727265000a74706863614d20656e69656d69746e69207272726574,"IDLE",08,1,0,1,1,0,0,1
755,755,0,0,0,0,6,6,0,8001c0c0,0000000000000000000000000000000000000000000000000000000000000000,746e692075727265000a74706863614d20656e69656d69746e69207272726574,"IDLE",08,1,0,1,1,0,0,1
756,756,0,0,0,0,6,6,0,8001c0c0,0000000000000000000000000000000000000000000000000000000000000000,746e692075727265000a74706863614d20656e69656d69746e69207272726574,"IDLE",08,1,0,1,1,0,0,1
757,757,0,0,0,0,6,6,0,8001c0c0,0000000000000000000000000000000000000000000000000000000000000000,746e692075727265000a74706863614d20656e69656d69746e69207272726574,"IDLE",08,1,0,1,1,0,0,1
758,758,0,0,0,0,6,6,0,8001c0c0,0000000000000000000000000000000000000000000000000000000000000000,746e692075727265000a74706863614d20656e69656d69746e69207272726574,"IDLE",08,1,0,1,1,0,0,1
759,759,0,0,0,0,6,6,0,8001c0c0,0000000000000000000000000000000000000000000000000000000000000000,746e692075727265000a74706863614d20656e69656d69746e69207272726574,"IDLE",08,1,0,1,1,0,0,1
